,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
29,Vitor Reis,br BRA,DF,18.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-City,1.0
30,Max Alleyne,eng ENG,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-City,0.0
31,Thorsten Brits,eng ENG,GK,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-City,0.0
32,Scott Carson,eng ENG,GK,38.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-City,0.0
33,Issa Kaboré,bf BFA,"DF,MF",23.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-City,0.0
34,Josh Wilson-Esbrand,eng ENG,DF,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-City,0.0
35,Jacob Wright,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-City,0.0
36,Squad Total,,,26.8,,418,3420.0,38.0,71.0,51.0,122.0,68.0,3.0,4.0,59.0,2.0,68.1,64.9,54.2,119.1,1146.0,1944.0,1920.0,1.87,1.34,3.21,1.79,3.13,1.79,1.43,3.22,1.71,3.13,,Manchester-City,38.0
37,Opponent Total,,,26.2,,418,3420.0,38.0,42.0,32.0,74.0,38.0,4.0,4.0,88.0,2.0,47.7,44.6,37.2,81.7,546.0,912.0,904.0,1.11,0.84,1.95,1.0,1.84,1.26,0.98,2.23,1.17,2.15,,Manchester-City,38.0
0,Moisés Caicedo,ec ECU,"MF,DF",22.0,,38,3351.0,37.2,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,0.8,0.8,3.0,3.8,43.0,215.0,37.0,0.03,0.05,0.08,0.03,0.08,0.02,0.08,0.1,0.02,0.1,Matches,Chelsea,38.0
1,Cole Palmer,eng ENG,"MF,FW",22.0,,36,3191.0,35.5,15.0,8.0,23.0,11.0,4.0,5.0,7.0,0.0,17.3,13.3,10.9,24.2,120.0,214.0,187.0,0.42,0.23,0.65,0.31,0.54,0.49,0.31,0.79,0.38,0.68,Matches,Chelsea,37.0
2,Levi Colwill,eng ENG,DF,21.0,,35,3149.0,35.0,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,1.9,1.9,1.1,3.0,14.0,131.0,12.0,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09,Matches,Chelsea,35.0
3,Marc Cucurella,es ESP,DF,26.0,,33,2988.0,33.2,5.0,1.0,6.0,5.0,0.0,0.0,10.0,1.0,2.8,2.8,2.1,4.9,35.0,118.0,117.0,0.15,0.03,0.18,0.15,0.18,0.08,0.06,0.15,0.08,0.15,Matches,Chelsea,36.0
4,Enzo Fernández,ar ARG,MF,23.0,,32,2947.0,32.7,6.0,7.0,13.0,6.0,0.0,0.0,8.0,0.0,6.1,6.1,6.8,12.9,60.0,212.0,126.0,0.18,0.21,0.4,0.18,0.4,0.19,0.21,0.39,0.19,0.39,Matches,Chelsea,36.0
5,Robert Sánchez,es ESP,GK,26.0,,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,32.0
6,Nicolas Jackson,sn SEN,FW,23.0,,28,2220.0,24.7,10.0,5.0,15.0,10.0,0.0,0.0,7.0,1.0,12.3,12.3,4.3,16.6,47.0,38.0,129.0,0.41,0.2,0.61,0.41,0.61,0.5,0.17,0.67,0.5,0.67,Matches,Chelsea,30.0
7,Noni Madueke,eng ENG,FW,22.0,,27,2033.0,22.6,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,9.6,9.6,4.2,13.9,154.0,69.0,226.0,0.31,0.13,0.44,0.31,0.44,0.43,0.19,0.61,0.43,0.61,Matches,Chelsea,32.0
8,Pedro Neto,pt POR,FW,24.0,,24,2269.0,25.2,4.0,6.0,10.0,4.0,0.0,0.0,8.0,0.0,3.5,3.5,6.7,10.2,126.0,60.0,253.0,0.16,0.24,0.4,0.16,0.4,0.14,0.27,0.4,0.14,0.4,Matches,Chelsea,35.0
9,Malo Gusto,fr FRA,DF,21.0,,19,1862.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.7,1.7,1.4,3.1,50.0,119.0,85.0,0.0,0.05,0.05,0.0,0.05,0.08,0.07,0.15,0.08,0.15,Matches,Chelsea,32.0
10,Jadon Sancho,eng ENG,FW,24.0,,19,1764.0,19.6,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,3.7,5.8,102.0,90.0,225.0,0.15,0.2,0.36,0.15,0.36,0.11,0.19,0.3,0.11,0.3,Matches,Chelsea,31.0
11,Tosin Adarabioyo,eng ENG,DF,26.0,,15,1409.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.2,5.0,42.0,1.0,0.06,0.06,0.13,0.06,0.13,0.06,0.01,0.07,0.06,0.07,Matches,Chelsea,22.0
12,Wesley Fofana,fr FRA,DF,23.0,,14,1172.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.4,0.8,19.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.06,Matches,Chelsea,14.0
13,Reece James,eng ENG,"DF,MF",24.0,,12,1063.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.1,7.0,64.0,12.0,0.08,0.08,0.17,0.08,0.17,0.04,0.06,0.1,0.04,0.1,Matches,Chelsea,19.0
14,Trevoh Chalobah,eng ENG,DF,25.0,,11,910.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,4.0,37.0,2.0,0.0,0.1,0.1,0.0,0.1,0.08,0.12,0.19,0.08,0.19,Matches,Chelsea,13.0
15,Roméo Lavia,be BEL,MF,20.0,,11,797.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.7,1.0,3.0,31.0,7.0,0.0,0.11,0.11,0.0,0.11,0.03,0.08,0.11,0.03,0.11,Matches,Chelsea,16.0
16,Christopher Nkunku,fr FRA,FW,26.0,,9,921.0,10.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,4.8,4.8,2.1,6.9,17.0,25.0,68.0,0.29,0.2,0.49,0.29,0.49,0.47,0.21,0.68,0.47,0.67,Matches,Chelsea,27.0
17,Filip Jørgensen,dk DEN,GK,22.0,,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,6.0
18,Axel Disasi,fr FRA,DF,26.0,,4,364.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,6.0,16.0,2.0,0.25,0.0,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,Matches,Chelsea,6.0
19,João Félix,pt POR,"FW,MF",24.0,,3,369.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.2,2.2,1.0,3.2,21.0,26.0,30.0,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Matches,Chelsea,12.0
20,Benoît Badiashile,fr FRA,DF,23.0,,3,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,5.0
21,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",25.0,,2,264.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,5.0,14.0,11.0,0.0,0.34,0.34,0.0,0.34,0.08,0.36,0.44,0.08,0.44,Matches,Chelsea,13.0
22,Joshua Acheampong,eng ENG,DF,18.0,,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Chelsea,4.0
23,Tyrique George,eng ENG,FW,18.0,,1,183.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,9.0,3.0,22.0,0.49,0.49,0.98,0.49,0.98,0.1,0.36,0.46,0.1,0.46,Matches,Chelsea,8.0
24,Renato Veiga,pt POR,"DF,MF",21.0,,1,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Chelsea,7.0
25,Mykhailo Mudryk,ua UKR,FW,23.0,,1,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.2,7.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.15,0.58,0.73,0.15,0.73,Matches,Chelsea,7.0
26,Marc Guiu,es ESP,FW,18.0,,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Chelsea,3.0
27,Mathis Amougou,fr FRA,MF,18.0,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,1.0
28,Shumaira Mheuka,eng ENG,MF,16.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,5.06,5.06,5.06,Matches,Chelsea,1.0
29,Aaron Anselmino,ar ARG,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea,0.0
30,Genesis Antwi,se SWE,MF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea,0.0
31,Marcus Bettinelli,eng ENG,GK,32.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea,0.0
32,Cesare Casadei,it ITA,MF,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea,0.0
33,Samuel Rak-Sakyi,eng ENG,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea,0.0
34,Ishé Samuels-Smith,eng ENG,DF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea,0.0
35,Squad Total,,,23.7,,418,3420.0,38.0,61.0,47.0,108.0,57.0,4.0,5.0,101.0,2.0,67.8,63.8,52.7,116.5,861.0,1595.0,1576.0,1.61,1.24,2.84,1.5,2.74,1.78,1.39,3.17,1.68,3.07,,Chelsea,38.0
36,Opponent Total,,,26.5,,418,3420.0,38.0,43.0,33.0,76.0,38.0,5.0,6.0,98.0,2.0,47.3,42.6,35.3,77.8,600.0,1206.0,1190.0,1.13,0.87,2.0,1.0,1.87,1.24,0.93,2.17,1.12,2.05,,Chelsea,38.0
0,Bruno Guimarães,br BRA,MF,26.0,,38,3271.0,36.3,5.0,6.0,11.0,5.0,0.0,0.0,7.0,0.0,4.3,4.3,6.1,10.4,64.0,271.0,96.0,0.14,0.17,0.3,0.14,0.3,0.12,0.17,0.29,0.12,0.29,Matches,Newcastle-United,38.0
1,Dan Burn,eng ENG,DF,32.0,,37,3330.0,37.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,2.0,2.0,0.9,2.8,12.0,75.0,14.0,0.03,0.03,0.05,0.03,0.05,0.05,0.02,0.08,0.05,0.08,Matches,Newcastle-United,37.0
2,Alexander Isak,se SWE,FW,24.0,,34,2756.0,30.6,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,20.3,17.2,4.3,21.6,83.0,88.0,217.0,0.75,0.2,0.95,0.62,0.82,0.66,0.14,0.81,0.56,0.7,Matches,Newcastle-United,34.0
3,Fabian Schär,ch SUI,DF,32.0,,33,2934.0,32.6,4.0,0.0,4.0,4.0,0.0,0.0,9.0,1.0,3.7,3.7,0.4,4.1,18.0,118.0,22.0,0.12,0.0,0.12,0.12,0.12,0.11,0.01,0.13,0.11,0.13,Matches,Newcastle-United,34.0
4,Valentino Livramento,eng ENG,DF,21.0,,32,2840.0,31.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,2.6,2.9,83.0,158.0,119.0,0.0,0.03,0.03,0.0,0.03,0.01,0.08,0.09,0.01,0.09,Matches,Newcastle-United,37.0
5,Jacob Murphy,eng ENG,FW,29.0,,31,2360.0,26.2,8.0,12.0,20.0,8.0,0.0,0.0,4.0,0.0,5.7,5.7,8.9,14.6,79.0,83.0,231.0,0.31,0.46,0.76,0.31,0.76,0.22,0.34,0.56,0.22,0.56,Matches,Newcastle-United,35.0
6,Joelinton,br BRA,"MF,FW",27.0,,29,2393.0,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,3.9,3.9,2.5,6.4,40.0,116.0,110.0,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,Matches,Newcastle-United,29.0
7,Sandro Tonali,it ITA,MF,24.0,,28,2630.0,29.2,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,4.4,4.4,2.2,6.6,37.0,128.0,53.0,0.14,0.07,0.21,0.14,0.21,0.15,0.07,0.22,0.15,0.22,Matches,Newcastle-United,36.0
8,Nick Pope,eng ENG,GK,32.0,,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,28.0
9,Anthony Gordon,eng ENG,"FW,MF",23.0,,28,2434.0,27.0,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,8.0,6.5,5.0,11.4,121.0,98.0,214.0,0.22,0.18,0.41,0.18,0.37,0.3,0.18,0.48,0.24,0.42,Matches,Newcastle-United,34.0
10,Lewis Hall,eng ENG,DF,19.0,,24,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,4.3,4.7,41.0,123.0,80.0,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,Matches,Newcastle-United,27.0
11,Harvey Barnes,eng ENG,FW,26.0,,17,1755.0,19.5,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,7.2,7.2,4.0,11.2,93.0,83.0,192.0,0.46,0.21,0.67,0.46,0.67,0.37,0.2,0.57,0.37,0.57,Matches,Newcastle-United,33.0
12,Kieran Trippier,eng ENG,DF,33.0,,14,1309.0,14.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.4,1.5,26.0,117.0,58.0,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.1,0.01,0.1,Matches,Newcastle-United,25.0
13,Joe Willock,eng ENG,"MF,FW",24.0,,11,1086.0,12.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,2.1,3.8,38.0,41.0,86.0,0.0,0.17,0.17,0.0,0.17,0.14,0.18,0.31,0.14,0.31,Matches,Newcastle-United,32.0
14,Martin Dúbravka,sk SVK,GK,35.0,,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,10.0
15,Sean Longstaff,eng ENG,MF,26.0,,8,798.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,4.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Newcastle-United,25.0
16,Sven Botman,nl NED,DF,24.0,,6,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches,Newcastle-United,8.0
17,Lloyd Kelly,eng ENG,DF,25.0,,4,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,Matches,Newcastle-United,10.0
18,Callum Wilson,eng ENG,FW,32.0,,2,370.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,5.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,Newcastle-United,18.0
19,Emil Krafth,se SWE,DF,29.0,,2,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Newcastle-United,12.0
20,Lewis Miley,eng ENG,MF,18.0,,1,313.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,2.0,17.0,8.0,0.29,0.0,0.29,0.29,0.29,0.16,0.01,0.16,0.16,0.16,Matches,Newcastle-United,14.0
21,Miguel Almirón,py PAR,FW,30.0,,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,Matches,Newcastle-United,9.0
22,William Osula,dk DEN,FW,20.0,,0,134.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,5.0,4.0,17.0,0.67,0.0,0.67,0.67,0.67,0.11,0.1,0.21,0.11,0.21,Matches,Newcastle-United,14.0
23,Matt Targett,eng ENG,DF,28.0,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,2.0
24,Jamaal Lascelles,eng ENG,DF,30.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
25,Alex Murphy,ie IRL,DF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
26,Sean Neave,eng ENG,FW,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
27,John Ruddy,eng ENG,GK,37.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
28,Leo Shahar,eng ENG,DF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
29,Odysseas Vlachodimos,gr GRE,GK,30.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
30,Squad Total,,,27.4,,418,3420.0,38.0,66.0,50.0,116.0,61.0,5.0,6.0,68.0,1.0,63.8,59.5,46.0,105.5,759.0,1595.0,1583.0,1.74,1.32,3.05,1.61,2.92,1.68,1.21,2.89,1.57,2.78,,Newcastle-United,38.0
31,Opponent Total,,,26.3,,418,3420.0,38.0,45.0,41.0,86.0,44.0,1.0,2.0,97.0,3.0,45.5,44.0,35.9,79.9,667.0,1273.0,1260.0,1.18,1.08,2.26,1.16,2.24,1.2,0.94,2.14,1.16,2.1,,Newcastle-United,38.0
0,Emiliano Martínez,ar ARG,GK,31.0,,37,3194.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.5,0.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Aston-Villa,37.0
1,Morgan Rogers,eng ENG,"FW,MF",22.0,,37,3114.0,34.6,8.0,10.0,18.0,8.0,0.0,0.0,10.0,0.0,6.6,6.6,7.8,14.4,114.0,123.0,188.0,0.23,0.29,0.52,0.23,0.52,0.19,0.23,0.42,0.19,0.42,Matches,Aston-Villa,37.0
2,Youri Tielemans,be BEL,MF,27.0,,35,3026.0,33.6,3.0,7.0,10.0,3.0,0.0,1.0,4.0,0.0,3.3,2.5,7.0,9.5,39.0,235.0,48.0,0.09,0.21,0.3,0.09,0.3,0.1,0.21,0.31,0.07,0.28,Matches,Aston-Villa,36.0
3,Ezri Konsa,eng ENG,DF,26.0,,33,2936.0,32.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,0.4,1.7,24.0,90.0,11.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches,Aston-Villa,34.0
4,Ollie Watkins,eng ENG,FW,28.0,,31,2598.0,28.9,16.0,8.0,24.0,14.0,2.0,2.0,2.0,0.0,15.3,13.8,3.3,17.1,55.0,31.0,165.0,0.55,0.28,0.83,0.48,0.76,0.53,0.12,0.65,0.48,0.59,Matches,Aston-Villa,38.0
5,Lucas Digne,fr FRA,DF,31.0,,28,2351.0,26.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,4.7,5.5,23.0,57.0,142.0,0.0,0.15,0.15,0.0,0.15,0.03,0.18,0.21,0.03,0.21,Matches,Aston-Villa,32.0
6,John McGinn,sct SCO,"MF,FW",29.0,,27,2223.0,24.7,1.0,4.0,5.0,1.0,0.0,0.0,7.0,0.0,3.1,2.8,3.5,6.3,32.0,103.0,87.0,0.04,0.16,0.2,0.04,0.2,0.13,0.14,0.27,0.11,0.26,Matches,Aston-Villa,34.0
7,Matty Cash,pl POL,DF,26.0,,24,2070.0,23.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.5,0.5,1.1,1.6,48.0,42.0,90.0,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,Matches,Aston-Villa,27.0
8,Pau Torres,es ESP,DF,27.0,,23,2020.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,40.0,97.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Aston-Villa,24.0
9,Boubacar Kamara,fr FRA,MF,24.0,,20,1726.0,19.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.9,1.7,19.0,85.0,7.0,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09,Matches,Aston-Villa,26.0
10,Amadou Onana,be BEL,MF,22.0,,20,1617.0,18.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,2.1,2.1,0.7,2.8,29.0,75.0,16.0,0.17,0.0,0.17,0.17,0.17,0.12,0.04,0.16,0.12,0.16,Matches,Aston-Villa,26.0
11,Jacob Ramsey,eng ENG,"FW,MF",23.0,,19,1623.0,18.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,1.6,1.6,2.3,3.9,61.0,68.0,114.0,0.06,0.17,0.22,0.06,0.22,0.09,0.13,0.22,0.09,0.22,Matches,Aston-Villa,29.0
12,Leon Bailey,jm JAM,"FW,MF",26.0,,14,1139.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.5,3.3,58.0,35.0,121.0,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,Matches,Aston-Villa,24.0
13,Tyrone Mings,eng ENG,DF,31.0,,12,1120.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,7.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.08,0.07,0.08,Matches,Aston-Villa,14.0
14,Ian Maatsen,nl NED,DF,22.0,,10,1139.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,2.7,3.6,31.0,50.0,104.0,0.08,0.16,0.24,0.08,0.24,0.07,0.22,0.28,0.07,0.28,Matches,Aston-Villa,29.0
15,Marco Asensio,es ESP,MF,28.0,,9,743.0,8.3,3.0,1.0,4.0,3.0,0.0,2.0,2.0,0.0,4.4,2.9,1.0,3.8,22.0,45.0,38.0,0.36,0.12,0.48,0.36,0.48,0.54,0.12,0.66,0.35,0.47,Matches,Aston-Villa,13.0
16,Diego Carlos,br BRA,DF,31.0,,8,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Aston-Villa,10.0
17,Axel Disasi,fr FRA,DF,26.0,,5,490.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,10.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,Aston-Villa,7.0
18,Lamare Bogarde,nl NED,"DF,MF",20.0,,5,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,12.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Aston-Villa,8.0
19,Andrés García,es ESP,"DF,MF",21.0,,5,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,26.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Aston-Villa,7.0
20,Jáder Durán,co COL,FW,20.0,,4,638.0,7.1,7.0,0.0,7.0,7.0,0.0,0.0,3.0,1.0,4.9,4.9,0.2,5.1,7.0,13.0,44.0,0.99,0.0,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,Matches,Aston-Villa,20.0
21,Marcus Rashford,eng ENG,FW,26.0,,4,444.0,4.9,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,3.1,2.3,2.3,4.5,22.0,13.0,42.0,0.41,0.41,0.81,0.2,0.61,0.62,0.46,1.08,0.46,0.92,Matches,Aston-Villa,10.0
